#ATNF Pulsar Catalogue
#Catalogue Version: 2.7.0
#;PSRJ;RAJ;DECJ;Gl;Gb;P0;P1;F0;F1;DM;RM;W50;BINARY;DIST;ZZ;XX;YY;ASSOC;DISC.;PSR;NGLT;AGE;BSURF;EDOT;
;;(hms);(dms);(deg);(deg);(s);;(Hz);(s^-2);(cm^-3pc);(radm^-2);(ms);(type);(kpc);(kpc);(kpc);(kpc);;DATE;TYPE;;(Yr);(G);(ergs/s);
756;J1152-5800;11:52:10.0;-58:00:34;295.126;3.961;1.789829;1.28e-15;0.558712;-4.000e-16;191.00;*;16.000;*;2.156;0.149;-1.947;7.587;*;2004;*;*;2.21e+07;1.53e+12;8.82e+30;
757;J1152-6012;11:52:53.8;-60:12:21;295.716;1.843;0.376570;6.69e-15;2.655552;-4.714e-14;74.00;*;8.100;*;1.367;0.044;-1.231;7.907;*;2003;*;*;8.93e+05;1.61e+12;4.94e+33;
758;J1152-6056;11:52:37.4;-60:56:22;295.849;1.121;2.449000;*;0.408330;*;381.00;*;6.100;*;6.429;0.126;-5.785;5.698;*;2022;RRAT(?)[bbc+22];*;*;*;*;
759;J1153-2117;11:52:58;-21:17:53;285.177;39.549;2.343480;*;0.426716;*;34.80;*;*;*;2.331;1.484;-1.735;8.029;*;2015;RRAT[kkl+15];*;*;*;*;
760;J1154-19;11:54;-19;284.593;41.817;0.011100;*;90.090090;*;10.69;*;0.500;*;0.121;0.081;-0.087;8.477;*;2020;*;*;*;*;*;
761;J1154-6250;11:54:20.1;-62:50:02.7;296.467;-0.681;0.282012;5.59e-16;3.545952;-7.029e-15;74.00;*;7.400;*;1.358;-0.016;-1.216;7.895;*;2003;*;*;7.99e+06;4.02e+11;9.84e+32;
762;J1155-6529;11:55:13.2;-65:29:18.5;297.140;-3.251;0.078870;*;12.679118;*;33.00;*;*;?;0.734;-0.042;-0.652;8.166;*;2023;*;*;*;*;*;
763;J1156-1318;11:56:42;-13:18:22;283.032;47.440;*;*;*;*;28.00;*;*;*;2.228;1.641;-1.468;8.160;*;2020;RRAT[mss+20];*;*;*;*;
764;J1156-5707;11:56:07.4;-57:07:02.1;295.448;4.949;0.288417;2.65e-14;3.467205;-3.191e-13;243.20;228.00;2.500;*;2.848;0.246;-2.562;7.281;*;2004;*;*;1.72e+05;2.80e+12;4.37e+34;
765;J1156-5909;11:56:21.5;-59:09:12.3;295.912;2.966;1.037931;1.02e-15;0.963455;-9.468e-16;219.20;*;15.000;*;2.330;0.121;-2.093;7.483;*;1998;*;*;1.61e+07;1.04e+12;3.60e+31;
766;J1157-5112;11:57:08.1;-51:12:56.1;294.325;10.746;0.043589;1.43e-19;22.941448;-7.526e-17;39.72;-4.46;2.200;ELL1;0.961;0.179;-0.860;8.111;*;2001;*;*;4.83e+09;2.53e+09;6.82e+31;
767;J1157-6224;11:57:15.2;-62:24:50.9;296.705;-0.199;0.400526;3.93e-15;2.496719;-2.452e-14;324.30;507.95;12.000;*;4.000;-0.014;-3.573;6.702;*;1969;*;*;1.61e+06;1.27e+12;2.42e+33;
768;J1159-6409;11:59:21.6;-64:09:57.0;297.295;-1.866;0.667486;2.63e-17;1.498160;-5.900e-17;173.57;280.66;211.000;*;2.006;-0.065;-1.782;7.581;*;2003;*;*;4.02e+08;1.34e+11;3.49e+30;
769;J1159-7910;11:59:35.6;-79:10:06.2;300.412;-16.551;0.525077;2.81e-15;1.904484;-1.020e-14;59.34;-6.30;12.000;*;1.609;-0.458;-1.330;7.719;*;1998;*;*;2.96e+06;1.23e+12;7.67e+32;
770;J1201-6306;12:01:23.0;-63:06:59.5;297.309;-0.793;0.592136;3.56e-15;1.688801;-1.014e-14;683.00;*;10.000;*;9.538;-0.132;-8.474;4.125;*;2003;*;*;2.64e+06;1.47e+12;6.76e+32;
771;J1202-5820;12:02:28.3;-58:20:33.6;296.528;3.919;0.452803;2.13e-15;2.208464;-1.039e-14;145.74;142.87;10.000;*;1.889;0.129;-1.686;7.658;*;1978;*;*;3.37e+06;9.94e+11;9.06e+32;
772;J1203-6242;12:03;-62:42;297.411;-0.349;0.100604;4.41e-14;9.940000;-4.360e-12;*;*;*;*;*;-0.000;-0.000;8.500;GRS:4FGL_J1203.9-6242[aab+22];2020;NRAD[nie+20];*;3.61e+04;2.13e+12;1.71e+36;
773;J1204-6843;12:04:36.6;-68:43:17.1;298.684;-6.237;0.308861;2.17e-16;3.237702;-2.275e-15;134.15;-77.40;8.800;*;1.908;-0.207;-1.664;7.590;*;2001;*;*;2.25e+07;2.62e+11;2.91e+32;
774;J1207-4508;12:07:19.2;-45:08:09.1;294.817;17.040;1.769828;1.56e-15;0.565027;-4.980e-16;84.50;-64.00;73.000;*;2.634;0.772;-2.286;7.443;*;2020;*;*;1.80e+07;1.68e+12;1.11e+31;
775;J1207-5050;12:07:22.4;-50:50:38.6;295.861;11.422;0.004843;6.06e-21;206.493932;-2.586e-16;50.64;-13.00;*;*;1.267;0.251;-1.118;7.958;GRS:4FGL_J1207.4-5050[brj+21];2021;HE[brj+21];*;1.27e+10;1.73e+08;2.11e+33;
776;J1208-5936;12:08:27.0;-59:36:20.4;297.512;2.813;0.028714;2.97e-20;34.826387;-3.600e-17;344.43;*;*;?;8.463;0.415;-7.497;4.595;*;2023;*;*;1.53e+10;9.34e+08;4.95e+31;
777;J1208-6238;12:08:13.9;-62:38:03.3;297.990;-0.178;0.440591;3.27e-12;2.269680;-1.684e-11;*;*;*;*;*;-0.000;-0.000;8.500;GRS:4FGL_J1208.2-6237[aab+22];2016;NRAD[aab+22];*;2.14e+03;3.84e+13;1.51e+36;
778;J1210-5226;12:10:00.9;-52:26:28.4;296.545;9.916;0.424131;2.22e-17;2.357764;-1.236e-16;*;*;*;*;2.600;0.448;-2.291;7.355;SNR:G296.5+10.0[aaa+16d],XRS:1E_1207.4-5;2000;NRAD;*;3.02e+08;9.83e+10;1.15e+31;
779;J1210-5559;12:10:05.9;-55:59:03.8;297.136;6.421;0.279768;7.25e-16;3.574392;-9.267e-15;174.31;57.24;4.900;*;2.371;0.265;-2.097;7.425;*;1996;*;*;6.11e+06;4.56e+11;1.31e+33;
780;J1210-6322;12:10:46.7;-63:22:20.9;298.395;-0.859;1.163186;9.25e-15;0.859708;-6.834e-15;547.00;*;66.000;*;9.548;-0.143;-8.398;3.960;*;2020;*;*;1.99e+06;3.32e+12;2.32e+32;
781;J1210-6550;12:10:42.0;-65:50:04.6;298.774;-3.292;4.237010;4.31e-16;0.236015;-2.400e-17;37.00;*;33.000;*;0.923;-0.053;-0.808;8.056;*;2004;*;*;1.56e+08;1.37e+12;2.24e+29;
782;J1211-6324;12:11:24.2;-63:24:44.9;298.470;-0.888;0.433084;2.64e-16;2.309020;-1.406e-15;333.47;-260.80;11.000;*;8.038;-0.125;-7.065;4.669;*;2003;*;*;2.60e+07;3.42e+11;1.28e+32;
783;J1212-5838;12:12:47.1;-58:38:34.8;297.910;3.851;0.073802;*;13.549750;*;145.90;*;*;*;1.909;0.128;-1.683;7.608;*;2023;*;*;*;*;*;
784;J1214-5830;12:14:08.4;-58:30:25.9;298.065;4.012;0.909823;5.34e-17;1.099115;-6.451e-17;141.10;*;8.000;*;1.883;0.132;-1.658;7.616;*;2003;*;*;2.70e+08;2.23e+11;2.80e+30;
785;J1215-5328;12:15:00.6;-53:28:31.9;297.459;9.009;0.636414;1.09e-16;1.571304;-2.692e-16;162.55;32.20;35.000;*;3.238;0.507;-2.838;7.025;*;2001;*;*;9.25e+07;2.67e+11;1.67e+31;
786;J1216-50;12:16:20;-50:27:01;297.231;12.032;6.355000;*;0.157356;*;110.00;*;9.000;*;2.302;0.480;-2.002;7.470;*;2011;RRAT;*;*;*;*;
787;J1216-6223;12:16:41.9;-62:23:57.0;298.920;0.202;0.374053;1.68e-14;2.673418;-1.202e-13;790.00;*;15.000;*;18.311;0.064;-16.027;-0.355;*;2001;*;*;3.52e+05;2.54e+12;1.27e+34;
788;J1216-6410;12:16:07.3;-64:10:09.1;299.096;-1.561;0.003539;1.60e-21;282.535701;-1.276e-16;47.39;-22.00;0.220;ELL1;1.098;-0.030;-0.959;7.966;*;2004;*;*;3.51e+10;7.61e+07;1.42e+33;
789;J1220-6318;12:20:17.8;-63:18:46.4;299.444;-0.652;0.789212;7.76e-17;1.267087;-1.246e-16;349.82;255.80;56.000;*;8.983;-0.102;-7.822;4.085;*;2001;*;*;1.61e+08;2.50e+11;6.23e+30;
790;J1221-0633;12:21:24.7;-06:33:51.6;289.675;55.533;0.001935;5.27e-21;516.918832;-1.408e-15;16.43;*;0.180;ELL1;1.251;1.031;-0.667;8.262;GRS:4FGL_J1221.4-0634[aab+22];2020;HE[aab+22];*;5.82e+09;1.02e+08;2.87e+34;
791;J1222-5738;12:22:52.3;-57:38:20;299.102;5.020;1.081164;1.50e-16;0.924929;-1.283e-16;74.00;*;7.400;*;1.408;0.123;-1.226;7.818;*;2003;*;*;1.14e+08;4.08e+11;4.69e+30;
792;J1223-5856;12:23:40.1;-58:56:48.9;299.350;3.732;0.288541;5.70e-18;3.465707;-6.846e-17;233.00;*;63.300;*;4.770;0.310;-4.149;6.167;*;2020;*;*;8.02e+08;4.10e+10;9.37e+30;
793;J1224-6208;12:24:44.2;-62:08:41.1;299.818;0.565;0.585761;2.02e-14;1.707180;-5.886e-14;454.20;80.00;9.700;*;9.876;0.097;-8.568;3.589;*;2001;*;*;4.60e+05;3.48e+12;3.97e+33;
794;J1224-6407;12:24:22.2;-64:07:53.8;299.984;-1.415;0.216480;4.95e-15;4.619369;-1.057e-13;97.72;-3.28;5.300;*;4.000;-0.099;-3.464;6.502;XRS:[pb15];1973;HE[lsg+15];*;6.92e+05;1.05e+12;1.93e+34;
795;J1225-5556;12:25:43.8;-55:56:43.1;299.313;6.746;1.018453;2.06e-15;0.981881;-1.989e-15;125.83;*;20.000;*;1.929;0.227;-1.670;7.562;*;1996;*;*;7.82e+06;1.47e+12;7.71e+31;
796;J1225-6035;12:25:28.6;-60:35:37.6;299.748;2.117;0.626324;2.88e-16;1.596618;-7.342e-16;176.10;70.00;3.100;*;2.194;0.081;-1.904;7.412;*;2003;*;*;3.45e+07;4.30e+11;4.63e+31;
797;J1225-6408;12:25:42.6;-64:08:44.7;300.131;-1.414;0.419619;9.33e-16;2.383114;-5.299e-15;413.24;343.59;4.500;*;9.838;-0.243;-8.506;3.563;*;1978;*;*;7.13e+06;6.33e+11;4.99e+32;
798;J1226+0005;12:26:14.4;+00:05:44;289.280;62.298;2.285076;2.47e-15;0.437622;-4.738e-16;18.50;*;48.000;*;1.868;1.654;-0.820;8.213;*;2019;*;*;1.46e+07;2.41e+12;8.19e+30;
799;J1226-3223;12:26:46.6;-32:23:01;296.908;30.200;6.193004;7.05e-15;0.161473;-1.838e-16;36.70;*;54.000;*;2.175;1.094;-1.676;7.649;*;2010;RRAT;*;1.39e+07;6.69e+12;1.17e+30;
800;J1227-4853;12:27:58.7;-48:53:42.7;298.965;13.796;0.001686;1.11e-20;592.987774;-3.900e-15;43.42;*;*;ELL1;1.613;0.385;-1.370;7.741;GRS:4FGL_J1228.0-4853[aab+22],XRS:XSS_J1;2015;HE[pdb+15],HE[jrr+15];*;2.41e+09;1.38e+08;9.13e+34;
801;J1227-6208;12:27:00.4;-62:08:43.7;300.082;0.591;0.034528;1.86e-19;28.962141;-1.564e-16;362.91;47.32;1.300;ELL1H;9.469;0.098;-8.193;3.754;*;2013;*;*;2.93e+09;2.57e+09;1.79e+32;
802;J1227-63;12:27:12;-63:09;300.199;-0.407;0.444578;*;2.249324;*;359.00;*;15.000;*;9.406;-0.067;-8.129;3.769;*;2015;*;*;*;*;*;
803;J1231-1411;12:31:11.3;-14:11:43.6;295.531;48.385;0.003684;2.26e-20;271.453015;-1.667e-15;8.09;11.58;0.440;T2;0.420;0.314;-0.252;8.380;GRS:4FGL_J1231.1-1412[aab+22];2011;HE;*;2.58e+09;2.92e+08;1.79e+34;
804;J1231-4609;12:31:45.7;-46:09:45.3;299.379;16.573;0.877239;3.49e-17;1.139940;-4.531e-17;66.54;-3.00;43.000;*;1.934;0.552;-1.615;7.591;*;2009;*;*;3.99e+08;1.77e+11;2.04e+30;
805;J1231-5113;12:31;-51:13;299.668;11.526;0.206612;1.17e-16;4.840000;-2.740e-15;*;*;*;*;*;0.000;-0.000;8.500;GRS:4FGL_J1231.6-5116[aab+22];2020;NRAD[nie+20];*;2.80e+07;1.57e+11;5.24e+32;
806;J1231-5929;12:31:42.5;-59:29:12.5;300.426;3.289;0.409834;*;2.440014;*;356.20;*;*;*;13.527;0.776;-11.645;1.661;*;2023;*;*;*;*;*;
807;J1231-6303;12:31:13.0;-63:03:18;300.644;-0.273;1.351236;1.32e-16;0.740063;-7.230e-17;301.00;390.00;174.200;*;8.278;-0.039;-7.122;4.281;*;2003;*;*;1.62e+08;4.27e+11;2.11e+30;
808;J1231-6511;12:31:43.9;-65:11:48;300.865;-2.404;0.247525;2.84e-14;4.040000;-4.640e-13;*;*;*;*;*;-0.000;-0.000;8.500;GRS:4FGL_J1231.6-6511[aab+22];2020;NRAD[nie+20];*;1.38e+05;2.68e+12;7.40e+34;
809;J1232-4742;12:32:19.1;-47:42:50.9;299.604;15.034;1.872994;1.40e-17;0.533904;-3.991e-18;26.00;*;92.000;*;0.871;0.226;-0.731;8.084;*;2001;*;*;2.12e+09;1.64e+11;8.41e+28;
810;J1232-5843;12:32:06.2;-58:43:31.7;300.419;4.052;0.285318;*;3.504856;*;207.50;*;*;*;4.245;0.300;-3.652;6.356;*;2023;*;*;*;*;*;
811;J1232-6501;12:32:17.8;-65:01:03.3;300.911;-2.221;0.088282;8.11e-19;11.327349;-1.040e-16;239.40;*;11.000;ELL1;5.423;-0.210;-4.649;5.716;*;2001;*;*;1.73e+09;8.56e+09;4.65e+31;
812;J1233-6312;12:33:31.5;-63:12:29;300.915;-0.406;0.564759;6.92e-15;1.770666;-2.170e-14;414.00;*;53.000;*;10.020;-0.071;-8.596;3.352;*;2003;*;*;1.29e+06;2.00e+12;1.52e+33;
813;J1233-6344;12:33:39.9;-63:44:55;300.968;-0.945;0.756892;3.88e-15;1.321193;-6.769e-15;495.00;*;11.000;*;10.378;-0.171;-8.897;3.161;*;2003;*;*;3.09e+06;1.73e+12;3.53e+32;
814;J1234-3630;12:34:12.0;-36:30:41.1;299.071;26.231;0.569242;8.66e-16;1.756721;-2.673e-15;59.29;*;11.000;*;5.991;2.648;-4.697;5.889;*;2018;*;*;1.04e+07;7.10e+11;1.85e+32;
815;J1235-54;12:35:19;-54:57;300.597;7.849;0.638234;*;1.566824;*;100.00;*;44.000;*;1.741;0.238;-1.485;7.622;*;1978;*;*;*;*;*;
816;J1235-6354;12:35:57.7;-63:54:30.4;301.231;-1.088;0.256778;1.97e-16;3.894420;-2.988e-15;439.90;*;9.000;*;10.296;-0.195;-8.802;3.163;*;2003;*;*;2.07e+07;2.28e+11;4.59e+32;
817;J1236-0159;12:36:02.5;-01:59:10;295.065;60.650;3.597574;5.10e-15;0.277965;-3.943e-16;19.08;1.10;89.000;*;2.021;1.762;-0.897;8.080;*;2019;*;*;1.12e+07;4.34e+12;4.33e+30;
818;J1236-5033;12:36:59.1;-50:33:36.2;300.584;12.246;0.294760;1.55e-16;3.392592;-1.786e-15;105.13;48.40;12.000;*;2.755;0.584;-2.318;7.130;*;2001;*;*;3.01e+07;2.16e+11;2.39e+32;
819;J1236-65;12:36:55;-65:37;301.432;-2.787;0.100565;*;9.943798;*;175.00;*;3.500;*;2.449;-0.119;-2.087;7.224;*;2023;*;*;*;*;*;
820;J1237-6725;12:37:25.9;-67:25:33.9;301.584;-4.591;2.110974;2.19e-15;0.473715;-4.914e-16;176.50;24.00;31.000;*;3.036;-0.243;-2.578;6.915;*;2003;*;*;1.53e+07;2.18e+12;9.19e+30;
821;J1238+2152;12:38:23.1;+21:52:11.1;272.789;83.962;1.118591;1.45e-15;0.893982;-1.155e-15;17.97;4.41;18.000;*;2.554;2.540;-0.268;8.487;*;1996;*;*;1.23e+07;1.29e+12;4.08e+31;
822;J1239+0326;12:39:38.7;+03:26:10.9;295.640;66.141;0.858327;4.36e-16;1.165058;-5.920e-16;34.29;4.00;*;*;25.000;22.864;-9.116;4.124;*;2023;*;*;3.12e+07;6.19e+11;2.72e+31;
823;J1239+2453;12:39:40.4;+24:53:49.2;252.450;86.541;1.382449;9.60e-16;0.723354;-5.023e-16;9.25;-0.12;45.200;*;0.840;0.838;-0.048;8.515;*;1969;*;*;2.28e+07;1.17e+12;1.43e+31;
824;J1239+3239;12:39;+32;151.215;84.429;0.004700;*;212.765957;*;16.85;-9.08;0.360;*;2.224;2.213;0.104;8.689;*;2020;*;*;*;*;*;
825;J1239-48;12:39;-48:00;300.780;14.820;0.653900;*;1.529286;*;107.60;*;*;*;5.355;1.370;-4.448;5.851;*;2019;*;*;*;*;*;
826;J1239-6832;12:39:58.9;-68:32:28.5;301.879;-5.693;1.301924;1.19e-14;0.768094;-7.011e-15;94.06;-45.70;19.000;*;1.573;-0.156;-1.329;7.673;*;1978;*;*;1.74e+06;3.98e+12;2.13e+32;
827;J1240-4124;12:40:17.5;-41:24:51.4;300.688;21.409;0.512244;1.74e-15;1.952193;-6.626e-15;43.22;28.90;4.500;*;1.644;0.600;-1.316;7.719;*;1978;*;*;4.67e+06;9.55e+11;5.11e+32;
828;J1242+39;12:42:34;+39:38;130.760;77.360;1.310000;*;0.763359;*;26.00;17.00;37.000;*;25.000;24.394;4.144;12.072;*;2016;*;*;*;*;*;
829;J1242-4712;12:42:12.7;-47:12:18.4;301.305;15.637;0.005313;2.14e-20;188.205290;-7.596e-16;78.64;*;*;*;2.529;0.682;-2.081;7.235;*;2024;*;*;3.93e+09;3.42e+08;5.64e+33;
830;J1243+17;12:43:00;+17:52;290.630;80.536;1.216500;*;0.822030;*;5.00;*;200.000;*;0.405;0.399;-0.062;8.477;*;2017;*;*;*;*;*;
831;J1243-5735;12:43:35.3;-57:35:42.8;301.876;5.260;0.471225;8.00e-17;2.122129;-3.603e-16;270.60;*;15.000;*;14.147;1.297;-11.963;1.061;*;2003;*;*;9.33e+07;1.96e+11;3.02e+31;
832;J1243-6423;12:43:17.1;-64:23:23.7;302.051;-1.532;0.388485;4.49e-15;2.574101;-2.978e-14;297.02;160.83;5.300;*;2.000;-0.053;-1.695;7.439;*;1969;*;*;1.37e+06;1.34e+12;3.03e+33;
833;J1244-1812;12:44:25.7;-18:12:16.2;300.593;44.635;3.425324;1.48e-15;0.291943;-1.264e-16;15.50;4.00;43.000;*;1.085;0.762;-0.665;8.107;*;2020;*;*;3.66e+07;2.28e+12;1.46e+30;
834;J1244-4708;12:44:27.2;+47:08:01.9;126.398;69.947;1.411433;9.97e-16;0.708500;-5.007e-16;75.02;*;*;*;25.000;23.484;6.900;13.587;*;2023;*;*;2.24e+07;1.20e+12;1.40e+31;
835;J1244-5053;12:44:11.4;-50:53:20.6;301.764;11.966;0.275207;1.00e-15;3.633627;-1.320e-14;109.95;*;5.400;*;3.422;0.710;-2.846;6.738;*;2001;*;*;4.36e+06;5.31e+11;1.89e+33;
836;J1244-6359;12:44:47.6;-63:59:47.4;302.204;-1.134;0.147274;4.40e-18;6.790050;-2.029e-16;286.00;*;9.600;DD;8.497;-0.168;-7.188;3.973;*;2015;*;*;5.30e+08;2.58e+10;5.44e+31;
837;J1244-6437;12:44:11.9;-64:37:59.0;302.156;-1.772;0.212905;*;4.696937;*;321.60;*;*;*;10.059;-0.311;-8.512;3.149;*;2023;*;*;*;*;*;
838;J1244-6531;12:44:38.3;-65:31:12;302.227;-2.658;1.546819;7.18e-15;0.646488;-3.001e-15;388.00;*;21.000;*;10.862;-0.504;-9.179;2.714;*;2009;*;*;3.41e+06;3.37e+12;7.66e+31;
839;J1245-6238;12:45:21.1;-62:38:55.9;302.233;0.215;2.283093;1.09e-14;0.438002;-2.095e-15;336.00;*;60.000;*;9.956;0.037;-8.422;3.190;*;2001;*;*;3.31e+06;5.05e+12;3.62e+31;
840;J1246+2253;12:46:49.3;+22:53:43.2;288.809;85.640;0.473871;8.89e-17;2.110281;-3.959e-16;17.79;3.59;7.600;*;2.464;2.457;-0.177;8.440;*;1993;*;*;8.45e+07;2.08e+11;3.30e+31;
841;J1248-6344;12:48:46.3;-63:44:09.6;302.637;-0.866;0.198335;1.69e-14;5.041971;-4.301e-13;433.00;*;12.000;*;10.699;-0.162;-9.009;2.731;*;2003;*;1;1.86e+05;1.85e+12;8.56e+34;
842;J1248-6444;12:48:32.8;-64:44:00.0;302.623;-1.863;1.234893;1.93e-15;0.809786;-1.267e-15;236.40;*;53.000;*;5.969;-0.194;-5.025;5.284;*;2015;*;*;1.01e+07;1.56e+12;4.05e+31;
843;J1249-6507;12:49:54.3;-65:07:19.8;302.771;-2.251;0.434445;1.21e-17;2.301788;-6.411e-17;215.00;*;8.900;*;5.123;-0.201;-4.304;5.729;*;2003;*;*;5.69e+08;7.34e+10;5.83e+30;
844;J1251-7407;12:51:52.9;-74:07:15.0;302.963;-11.249;0.327058;3.65e-16;3.057564;-3.413e-15;89.81;-121.00;3.200;*;1.860;-0.363;-1.531;7.507;*;2012;*;*;1.42e+07;3.50e+11;4.12e+32;
845;J1252+53;12:52;+53:42;122.746;63.428;0.220104;*;4.543315;*;20.70;*;20.000;*;3.191;2.854;1.201;9.272;*;2021;RRAT[gac+21];*;*;*;*;
846;J1252-6314;12:52:42.6;-63:14:32.1;303.075;-0.371;0.823339;1.15e-16;1.214566;-1.698e-16;276.68;341.50;19.000;*;7.236;-0.047;-6.063;4.551;*;2001;*;*;1.13e+08;3.12e+11;8.14e+30;
847;J1253-5820;12:53:28.3;-58:20:40.8;303.200;4.526;0.255498;2.10e-15;3.913922;-3.224e-14;100.57;17.81;3.700;*;1.641;0.129;-1.369;7.604;GRS:4FGL_J1253.3-5816[aab+22];1996;HE[mld+96],HE[aab+22];*;1.92e+06;7.42e+11;4.98e+33;
848;J1254-6150;12:54:32.4;-61:50:50.8;303.298;1.022;0.184502;6.24e-16;5.419989;-1.833e-14;95.00;*;3.100;*;1.531;0.027;-1.279;7.660;*;2003;*;*;4.68e+06;3.43e+11;3.92e+33;
849;J1255-46;12:55;-46:00;303.578;16.867;0.052000;*;19.230769;*;42.90;*;*;*;1.359;0.394;-1.084;7.781;*;2016;*;*;*;*;*;
850;J1255-6131;12:55:54.8;-61:31:10.1;303.466;1.348;0.657974;4.00e-15;1.519818;-9.239e-15;206.50;*;5.800;*;4.824;0.113;-4.023;5.841;*;2003;*;*;2.61e+06;1.64e+12;5.54e+32;
851;J1255-62;12:55:18;-62:48;303.373;0.068;0.182912;*;5.467125;*;713.00;*;34.800;*;19.769;0.024;-16.509;-2.375;*;2015;*;*;*;*;*;
852;J1257-1027;12:57:04.7;-10:27:05.5;305.205;52.395;0.617308;3.63e-16;1.619937;-9.518e-16;29.63;0.19;6.600;*;25.000;19.806;-12.465;-0.295;*;1985;*;1;2.70e+07;4.79e+11;6.09e+31;
853;J1259-6741;12:59:22.6;-67:41:40.3;303.688;-4.834;0.663330;8.57e-16;1.507545;-1.947e-15;91.91;-49.74;22.000;*;1.548;-0.130;-1.283;7.644;*;1978;*;*;1.23e+07;7.63e+11;1.16e+32;
854;J1300+1240;13:00:03.5;+12:40:56.4;311.310;75.414;0.006219;1.14e-19;160.809659;-2.957e-15;10.17;7.78;0.750;BT2P;0.709;0.686;-0.134;8.382;XRS:[pkgw07];1990;*;*;8.62e+08;8.53e+08;1.88e+34;
855;J1300-6602;13:00:26.9;-66:02:16.8;303.848;-3.182;1.143316;3.35e-16;0.874649;-2.563e-16;460.00;*;22.100;*;15.567;-0.864;-12.909;-0.157;*;2020;*;*;5.41e+07;6.26e+11;8.85e+30;
856;J1301+0833;13:01:38.2;+08:33:57.5;310.811;71.282;0.001844;1.06e-20;542.380051;-3.105e-15;13.20;6.40;0.400;ELL1;1.233;1.168;-0.299;8.241;GRS:4FGL_J1301.6+0834[aab+22],OPT:[lht14;2012;HE;*;2.77e+09;1.41e+08;6.65e+34;
857;J1301-6305;13:01:45.7;-63:05:33.9;304.100;-0.244;0.184528;2.67e-13;5.419229;-7.834e-12;374.00;-631.00;22.000;*;10.717;-0.046;-8.874;2.492;*;2001;*;4;1.10e+04;7.10e+12;1.68e+36;
858;J1301-6310;13:01:28.3;-63:10:40.5;304.064;-0.328;0.663830;5.64e-14;1.506411;-1.281e-13;86.10;*;12.000;*;1.458;-0.008;-1.208;7.683;XRS:[pb15];2003;*;*;1.86e+05;6.19e+12;7.62e+33;
859;J1302-3258;13:02:25.5;-32:58:36.8;305.588;29.838;0.003771;6.54e-21;265.191981;-4.600e-16;26.19;-30.00;*;ELL1;1.431;0.712;-1.009;7.778;GRS:4FGL_J1302.4-3258[aab+22],GRS:3FGL_J;2011;HE[hrm+11],HE[aab+22],HE[;*;9.13e+09;1.59e+08;4.82e+33;
860;J1302-63;13:02:04;-63:44:53;304.107;-0.901;0.325724;*;3.070081;*;875.00;*;7.000;*;25.000;-0.393;-20.697;-5.517;*;1998;*;*;*;*;*;
861;J1302-6313;13:02:19.2;-63:13:29;304.157;-0.379;0.967846;6.33e-15;1.033222;-6.758e-15;500.00;*;93.000;*;11.331;-0.075;-9.376;2.138;*;2003;*;*;2.42e+06;2.50e+12;2.76e+32;
862;J1302-6350;13:02:47.6;-63:50:08.6;304.184;-0.992;0.047763;2.28e-15;20.936924;-9.989e-13;146.73;21.10;4.900;MSS;2.632;-0.046;-2.177;7.022;*;1992;*;1;3.32e+05;3.34e+11;8.26e+35;
863;J1303+38;13:03:18;+38:13;111.027;78.636;0.396300;*;2.523341;*;19.00;*;4.000;*;3.190;3.127;0.587;8.726;*;2019;*;*;*;*;*;
864;J1303-62;13:03:19;-62:12;304.317;0.640;0.419416;*;2.384268;*;490.00;*;14.700;*;11.593;0.129;-9.574;1.965;*;2023;*;*;*;*;*;
865;J1303-6305;13:03:00.0;-63:05:00.8;304.240;-0.241;2.306642;2.18e-15;0.433531;-4.100e-16;343.00;*;34.000;*;10.249;-0.043;-8.473;2.733;*;2001;*;*;1.68e+07;2.27e+12;7.02e+30;
866;J1304+12;13:04:27;+12:02:28;315.000;74.607;0.004180;*;239.234450;*;*;*;*;*;*;0.000;-0.000;8.500;GRS:4FGL_J1304.4+1203[aab+22];2022;NRAD[aab+22];*;*;*;*;
867;J1305-6203;13:05:21.1;-62:03:21.0;304.561;0.772;0.427774;3.22e-14;2.337685;-1.757e-13;468.78;-478.00;16.000;*;11.586;0.156;-9.540;1.928;*;2001;*;*;2.11e+05;3.75e+12;1.62e+34;
868;J1305-6256;13:05:28.0;-62:56:39;304.526;-0.116;0.478231;2.11e-15;2.091040;-9.240e-15;967.00;*;19.000;*;25.000;-0.051;-20.597;-5.670;*;2001;*;*;3.59e+06;1.02e+12;7.63e+32;
869;J1305-6455;13:05:23.4;-64:55:28.3;304.410;-2.093;0.571652;4.02e-15;1.749315;-1.229e-14;505.11;-420.39;14.000;*;11.901;-0.435;-9.812;1.779;*;1978;*;*;2.25e+06;1.53e+12;8.49e+32;
870;J1305-66;13:05:36;-66:39;304.338;-3.817;0.197276;*;5.069033;*;316.10;*;*;*;11.627;-0.774;-9.579;1.956;*;2013;*;*;*;*;*;
871;J1306-4035;13:06:56.3;-40:35:23.3;306.109;22.186;0.002205;*;453.611427;*;35.00;*;*;BT;4.700;1.775;-3.516;5.935;GRS:4FGL_J1306.8-4035[aab+22],OPT:SSS_J1;2018;HE[aab+22];*;*;*;*;
872;J1306-60;13:6:12;-60:21;304.758;2.469;1.783181;*;0.560796;*;283.00;*;156.000;*;9.645;0.416;-7.917;3.006;*;2024;*;*;*;*;*;
